FrontL,FrontC,FrontR
0.0,0.0,0.0
94.48806850872104,94.48192506990792,19.40487442676576
52.140379280089476,52.14281484983828,5.818223359943388
51.95536688245032,51.95735670630738,5.778924951661211
51.93337480537034,51.93306714330217,5.774323786522945
69.17062424509024,69.15455099812259,9.662197009477348
52.27119406351307,52.27580197280682,5.846184183653147
52.01886445816025,52.02252547002024,5.792515420460768
94.6341397883977,94.61890840957062,19.45733409677242
52.27956250369851,52.276180958471905,5.8464912144030015
94.53607359992918,94.54464493943574,19.425512843143654
52.23520098721303,52.236021348780454,5.838347629007058
69.18008034041064,69.18273387465102,9.665095665504731
94.33905928080756,94.33189708790705,19.35449371464488
68.39393005995043,68.36864730976424,9.476987590197018
52.266354891165186,52.27433349605603,5.845554462615826
69.35904501603613,69.35075130516626,9.706477609714097
68.27491841282603,68.26092507100107,9.449780776681923
68.17195870022512,68.1620245382478,9.425487240130131
51.88563823320888,51.88838070471802,5.764141055953961
68.29939760285306,68.29291310443152,9.455913568292539
52.23078810859072,52.231601839572804,5.8373910115571945
51.98201764440067,51.982944861546535,5.7845731120142405
68.61112814450084,68.61024800272793,10.206027145625812
95.18706712066455,95.18034726236118,20.33225163480347
71.6107714144449,69.27546666250737,11.75690938831311
94.50415842889332,94.46234872802872,20.07856628366479
56.23773715352474,52.26354558421779,5.8443736465471625
73.32147983945531,68.31495509033088,9.462980361832814
95.89608385753314,94.69480196611745,19.481784183540054
58.42785577737513,52.089040922465216,5.806382154395921
59.658237545620686,51.98539657875568,5.785519947302716
98.02238099360127,94.38038014767535,19.377952852936836
77.31833445000599,68.66976459304864,9.546598990288253
78.84335581968506,68.3853665872122,9.480556339895882
67.88097253252303,51.92122023077528,5.77189592658902
84.85255912606313,68.59276694618435,9.53111994505933
107.16432110160382,94.67151385853013,19.475321678687884
52.453676414782294,52.53017299792163,5.884413808486609
68.30690408278822,68.30735946535401,9.458181937526296
52.26579834074096,52.26712017384486,5.84491210538497
95.10772514813401,95.09964982276831,19.626783876914985
68.16617899161717,68.15417418100131,9.423945330390824
51.92779121241166,51.93024512414375,5.773119438298819
68.84481530117972,68.82710226917578,9.583564450318264
95.20481603964194,95.19192137333133,19.659856912904747
52.24201556917947,52.24215553879664,5.839745731401096
52.23309086597321,52.23299576700392,5.837848190310572
52.209507885774556,52.20511192022838,5.831890324949941
52.191911530822324,52.19420215419404,5.828872200973439
52.27300898604579,52.27287861537263,5.8462170930303925
68.86853233698994,68.85264104686584,9.58921637025901
68.3473866086368,68.34838239929444,9.467731298031074
52.26769867612137,52.26743850544091,5.845092585906166
52.22636228272831,52.22592706028455,5.836274550808361
52.27107049463107,52.27116879193223,5.845841609182993
52.258396175218685,52.25770463466461,5.8430213272847285
52.02811985634015,52.03007158746502,5.794369003638567
94.38982915924468,94.37894091225051,19.3717183929746
94.5145661459184,94.49114336087187,19.41489082339544
93.9102894612033,93.85888968545788,19.196049283791975
94.44597783918447,94.43706910669978,19.391829241000124
51.89215786224273,51.896377243919986,5.765642758131654
52.24704810889786,52.24967972193472,5.8409518276982775
69.11737439748373,69.10810058551735,9.649412444794462
95.04800207591322,94.99884869953095,19.59906334803331
94.52098905863004,94.52244170445972,19.419369689143622
70.00157908450461,69.98012144298966,9.858153716898086
52.270258335309286,52.27231502319858,5.845804229464863
51.94212267866773,51.94346341326647,5.776098653373096
52.24746614127201,52.24928537640826,5.841066906515962
68.34552719660348,68.31939164809518,9.465411394317824
94.40305269104844,94.39111043197516,19.376272881037423
51.88465143188088,51.88366294828676,5.763603603453057
52.016170367990156,52.01229433577775,5.790872039608662
94.27815138807802,94.26666916868488,19.332016214496637
93.65376128014826,93.62909754498976,19.109748151626466
94.87923349942977,94.8699841081741,19.545440210379283
67.90253701561927,67.9048979096364,9.362901083888739
94.72453308724606,94.7129024051242,19.490122980988435
52.207080072901014,52.205086334713656,5.832010064588819
52.14009274265454,52.138502566697035,5.817805665480632
51.90858800192396,51.90870714663468,5.768953195827754
69.42428714872058,69.42003809408523,9.721685694933903
51.929763426735974,51.92685898460018,5.773449396654284
94.95010182131989,94.9571590327458,19.57141516195631
68.32575299590496,68.30142379899695,9.460933950885009
68.29198251484645,68.27333867973468,9.453344445048176
68.29611220195325,68.2792327771598,9.45442689546943
52.19460036486422,52.1903532186899,5.82915590298095
52.23287431387112,52.232547344912895,5.837650732277352
94.62088953770257,94.60570124895278,19.450321847747105
94.561746672543,94.55170323616244,19.432708365280423
94.7589670031477,94.716070849083,19.49823749609887
67.72788688087387,67.71092286095939,9.320151120583528
52.08917250076444,52.096829955204825,5.807565002692814
94.55342472094851,94.53946044501758,19.427601235901438
94.8710186505035,94.86189095557418,19.542437265343082
94.12593725624647,94.07201737537494,19.272644499085736
93.96769363400036,93.91766157901203,19.21768297117509
